symbol,macro,industry,basic
SWADHATURE,Services,Commercial Services & Supplies,Diversified Commercial Services
SWADPOL,Textiles,Textiles & Apparels,Other Textile Products
SWAGTAM,Services,Commercial Services & Supplies,Trading & Distributors
SWANAGRO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SWANCORP,Chemicals,Chemicals & Petrochemicals,Petrochemicals
SWANDEF,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
SWARAJENG,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
SWARNSAR,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SWASTH,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SWASTIKA,Financial Services,Capital Markets,Stockbroking & Allied
SWASTIKAAL,Capital Goods,Industrial Products,Castings & Forgings
SWASTIVI,Textiles,Textiles & Apparels,Other Textile Products
SWATIPRO,Financial Services,Finance,Non Banking Financial Company (NBFC)
SWELECTES,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SWIGGY,Consumer Services,Retailing,E-Retail/ E-Commerce
SWISSMLTRY,Consumer Durables,Consumer Durables,Diversified consumer products
SWITCHTE,Capital Goods,Electrical Equipment,Other Electrical Equipment
SWOJAS,Fast Moving Consumer Goods,Food Products,Packaged Foods
SWRNASE,Financial Services,Finance,Non Banking Financial Company (NBFC)
SWSOLAR,Construction,Construction,Civil Construction
SYLPH,Information Technology,IT - Services,IT Enabled Services
SYMBIOX,Financial Services,Finance,Other Financial Services
SYMPHONY,Consumer Durables,Consumer Durables,Household Appliances
SYNCOMF,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SYNGENE,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
SYRMA,Capital Goods,Industrial Manufacturing,Industrial Products
SYSCHEM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SYSTEMATIC,Capital Goods,Industrial Products,Cables - Electricals
SYSTMTXC,Financial Services,Capital Markets,Stockbroking & Allied
SYTIXSE,Financial Services,Finance,Non Banking Financial Company (NBFC)
TAALTECH,Services,Transport Services,Airline
TAHMARENT,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
TAIIND,Services,Commercial Services & Supplies,Trading & Distributors
TAINWALCHM,Capital Goods,Industrial Products,Plastic Products - Industrial
TAJGVK,Consumer Services,Leisure Services,Hotels & Resorts
TAKE,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
TAKYON,Information Technology,IT - Services,IT Enabled Services
TALBROAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
TALBROSENG,Automobile and Auto Components,Auto Components,Auto Components & Equipments
TAMBOLIIN,Financial Services,Finance,Holding Company
TANAA,Capital Goods,Aerospace & Defense,Aerospace & Defense
TANDHANIN,Services,Commercial Services & Supplies,Diversified Commercial Services
TANFACIND,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TANLA,Information Technology,IT - Software,Software Products
TANVI,Fast Moving Consumer Goods,Food Products,Packaged Foods
TAPARIA,Capital Goods,Industrial Products,Iron & Steel Products
TARAI,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
TARAPUR,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
TARC,Realty,Realty,"Residential, Commercial Projects"
TARIL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
TARINI,Services,Commercial Services & Supplies,Consulting Services
TARMAT,Construction,Construction,Civil Construction
TARSONS,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
TASHIND,Services,Commercial Services & Supplies,Diversified Commercial Services
TASTYBITE,Fast Moving Consumer Goods,Food Products,Packaged Foods
TATACAP,Financial Services,Finance,Non Banking Financial Company (NBFC)
TATACHEM,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TATACOMM,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
TATACONSUM,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
TATAELXSI,Information Technology,IT - Software,Computers - Software & Consulting
TATAINVEST,Financial Services,Finance,Investment Company
TATAPOWER,Power,Power,Integrated Power Utilities
TATASTEEL,Metals & Mining,Ferrous Metals,Iron & Steel
TATATECH,Information Technology,IT - Services,IT Enabled Services
TATIAGLOB,Realty,Realty,"Residential, Commercial Projects"
TATVA,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
TBOTEK,Consumer Services,Leisure Services,"Tour, Travel Related Services"
TBZ,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
TCC,Consumer Services,Retailing,Internet & Catalogue Retail
TCFCFINQ,Financial Services,Finance,Non Banking Financial Company (NBFC)
TCI,Services,Transport Services,Logistics Solution Provider
TCIEXP,Services,Transport Services,Logistics Solution Provider
TCIFINANCE,Financial Services,Finance,Non Banking Financial Company (NBFC)
TCIIND,Services,Commercial Services & Supplies,Diversified Commercial Services
TCMLMTD,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TCPLPACK,Capital Goods,Industrial Products,Packaging
TCS,Information Technology,IT - Software,Computers - Software & Consulting
TDPOWERSYS,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
TDSL,Fast Moving Consumer Goods,Food Products,Dairy Products
TEAM24,Fast Moving Consumer Goods,Food Products,Other Food Products
TEAMGTY,Financial Services,Finance,Non Banking Financial Company (NBFC)
TEAMLEASE,Services,Commercial Services & Supplies,Diversified Commercial Services
TECHCON,Services,Commercial Services & Supplies,Consulting Services
TECHKGREEN,Services,Commercial Services & Supplies,Consulting Services
TECHM,Information Technology,IT - Software,Computers - Software & Consulting
TECHNICHEM,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
TECHNOE,Construction,Construction,Civil Construction
TECHNOPACK,Consumer Durables,Consumer Durables,Plastic Products - Consumer
TECHNVISN,Information Technology,IT - Software,Software Products
TECILCHEM,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TEEAI,Chemicals,Fertilizers & Agrochemicals,Fertilizers
TEGA,Capital Goods,Industrial Manufacturing,Industrial Products
TEJASNET,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
TEJASSVI,Textiles,Textiles & Apparels,Other Textile Products
TEJNAKSH,Healthcare,Healthcare Services,Healthcare Service Provider
TELECANOR,Information Technology,IT - Software,Software Products
TELGE,Construction,Construction,Civil Construction
TELOGICA,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
TENNIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments
TERAI,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
TERASOFT,Information Technology,IT - Services,IT Enabled Services
TERRAFORM,Financial Services,Finance,Other Financial Services
TERRAREAL,Services,Commercial Services & Supplies,Diversified Commercial Services
TEXELIN,Capital Goods,Industrial Products,Plastic Products - Industrial
TEXINFRA,Services,Commercial Services & Supplies,Diversified Commercial Services
TEXMOPIPES,Capital Goods,Industrial Products,Plastic Products - Industrial
TEXRAIL,Capital Goods,Industrial Manufacturing,Railway Wagons
TFCILTD,Financial Services,Finance,Financial Institution
TFL,Financial Services,Finance,Non Banking Financial Company (NBFC)
TFLL,Financial Services,Finance,Investment Company
TFSL,Financial Services,Finance,Non Banking Financial Company (NBFC)
TGBHOTELS,Consumer Services,Leisure Services,Hotels & Resorts
TGIF,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
TGVSL,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
THACKER,Financial Services,Finance,Other Financial Services
THAKDEV,Realty,Realty,"Residential, Commercial Projects"
THAKKERS,Services,Commercial Services & Supplies,Trading & Distributors
THAKRAL,Capital Goods,Industrial Manufacturing,Industrial Products
THANGAMAYL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
THEINVEST,Financial Services,Finance,Other Financial Services
THELEELA,Consumer Services,Leisure Services,Hotels & Resorts
THEMISMED,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
THERMAX,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
THINKINK,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
THOMASCOOK,Consumer Services,Leisure Services,"Tour, Travel Related Services"
THOMASCOTT,Textiles,Textiles & Apparels,Garments & Apparels
THREEMPAPE,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
THRIVE,Fast Moving Consumer Goods,Personal Products,Personal Care
THYROCARE,Healthcare,Healthcare Services,Healthcare Service Provider
TI,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
TICL,Construction,Construction,Civil Construction
TIERRA,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
TIGERLOGS,Services,Transport Services,Logistics Solution Provider
TIGLOB,Capital Goods,Industrial Manufacturing,Industrial Products
TIHIL,Capital Goods,Industrial Manufacturing,Industrial Products
TIIL,Capital Goods,Industrial Products,Iron & Steel Products
TIINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
TIJARIA,Capital Goods,Industrial Products,Plastic Products - Industrial
TIL,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
TILAK,Financial Services,Finance,Investment Company
TIMESGREEN,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
TIMETECHNO,Capital Goods,Industrial Products,Plastic Products - Industrial
TIMEX,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
TIMKEN,Capital Goods,Industrial Products,Abrasives & Bearings
TINNARUBR,Capital Goods,Industrial Products,Rubber
TIPCO,Capital Goods,Industrial Manufacturing,Industrial Products
TIPSFILMS,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
TIPSMUSIC,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
TIRSARJ,Realty,Realty,"Residential, Commercial Projects"
TIRTPLS,Services,Commercial Services & Supplies,Trading & Distributors
TIRUFOAM,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
TIRUMALCHM,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TIRUPATIIN,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
TIRUSTA,Fast Moving Consumer Goods,Food Products,Other Food Products
TITAANIUM,Textiles,Textiles & Apparels,Other Textile Products
TITAGARH,Capital Goods,Industrial Manufacturing,Railway Wagons
TITAN,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
TITANBIO,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
TITANIN,Information Technology,IT - Services,IT Enabled Services
TITANSEC,Financial Services,Finance,Non Banking Financial Company (NBFC)
TLL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
TMB,Financial Services,Banks,Private Sector Bank
TMCV,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
TMPV,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
TNPETRO,Chemicals,Chemicals & Petrochemicals,Petrochemicals
TNPL,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
TNSTLTU,Capital Goods,Industrial Products,Iron & Steel Products
TNTELE,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
TOKYOFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
TOKYOPLAST,Consumer Durables,Consumer Durables,Plastic Products - Consumer
TOLINS,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
TORNTPHARM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
TORNTPOWER,Power,Power,Integrated Power Utilities
TOTEM,Capital Goods,Industrial Manufacturing,Industrial Products
TOYAMSL,Financial Services,Finance,Other Financial Services
TPHQ,Construction,Construction,Civil Construction
TPINDIA,Capital Goods,Industrial Products,Packaging
TPLPLASTEH,Capital Goods,Industrial Products,Packaging
TPROJECT,Financial Services,Finance,Non Banking Financial Company (NBFC)
TRABI,Healthcare,Healthcare Services,Healthcare Service Provider
TRACXN,Services,Commercial Services & Supplies,Data Processing Services
TRADEUNO,Textiles,Textiles & Apparels,Other Textile Products
TRADEWELL,Services,Commercial Services & Supplies,Consulting Services
TRADWIN,Consumer Services,Leisure Services,"Tour, Travel Related Services"
TRANOCE,Services,Commercial Services & Supplies,Diversified Commercial Services
TRANSCHEM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
TRANSCOR,Financial Services,Finance,Other Financial Services
TRANSFD,Fast Moving Consumer Goods,Beverages,Other Beverages
TRANSFRE,Capital Goods,Industrial Products,Iron & Steel Products
TRANSPACT,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
TRANSPEK,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TRANSRAILL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
TRANSVOY,Services,Transport Services,Logistics Solution Provider
TRANSWORLD,Services,Transport Services,Shipping
TRANWAY21,Information Technology,IT - Software,Computers - Software & Consulting
TRAVELFOOD,Consumer Services,Leisure Services,Restaurants
TRAVELS,Consumer Services,Leisure Services,"Tour, Travel Related Services"
TREEHOUSE,Consumer Services,Other Consumer Services,Education
TREJHARA,Information Technology,IT - Software,Computers - Software & Consulting
TREL,Services,Transport Services,Logistics Solution Provider
TRENT,Consumer Services,Retailing,Speciality Retail
TRESCON,Realty,Realty,"Residential, Commercial Projects"
TRF,Capital Goods,Industrial Manufacturing,Industrial Products
TRICOMFRU,Fast Moving Consumer Goods,Food Products,Other Food Products
TRIDENT,Textiles,Textiles & Apparels,Other Textile Products
TRIGYN,Information Technology,IT - Software,Computers - Software & Consulting
TRILIANCE,Services,Commercial Services & Supplies,Diversified Commercial Services
TRINITYLEA,Financial Services,Finance,Other Financial Services
TRIOMERC,Financial Services,Finance,Other Financial Services
TRIPR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
TRISHAKT,Services,Commercial Services & Supplies,Diversified Commercial Services
TRITONV,Automobile and Auto Components,Auto Components,Auto Components & Equipments
TRITURBINE,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
TRIUMPIN,Financial Services,Finance,Other Financial Services
TRIVENI,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
TRIVENIENT,Services,Commercial Services & Supplies,Trading & Distributors
TRIVENIGQ,Construction Materials,Other Construction Materials,Other Construction Materials
TRL,Capital Goods,Industrial Manufacturing,Industrial Products
TRU,Financial Services,Finance,Non Banking Financial Company (NBFC)
TRUALT,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
TRUECOLORS,Capital Goods,Industrial Manufacturing,Industrial Products
TRUEGREEN,Textiles,Textiles & Apparels,Other Textile Products
TRUSTEDGE,Financial Services,Finance,Investment Company
TSFINV,Financial Services,,
TSPIRITUAL,Information Technology,IT - Software,Software Products
